Symbol,Period,Metric,Value
MA,2011-03,Tax Liabilities,95
MA,2011-03,Deposit Liabilities,576
MA,2011-03,Liabilities Non-Current,509
MA,2011-03,Total Liabilities,3300
MA,2011-03,Accumulated Other Comprehensive Income,201
MA,2011-03,Accumulated Retained Earnings (Deficit),3457
MA,2011-03,Shareholders Equity,5191
MA,2011-03,Investments,1114
MA,2011-03,Total Debt,0
MA,2011-03,Cash and Short Term Investments,4515
MA,2010-12,Cash and Equivalents,3560
MA,2010-12,Investments Current,1131
MA,2010-12,Trade and Non-Trade Receivables,650
MA,2010-12,Inventory,0
MA,2010-12,Current Assets,6454
MA,2010-12,Property  Plant & Equipment Net,439
MA,2010-12,Goodwill and Intangible Assets,1207
MA,2010-12,Investments Non-Current,142
MA,2010-12,Tax Assets,221
MA,2010-12,Assets Non-Current,2383
MA,2010-12,Total Assets,8837
MA,2010-12,Trade and Non-Trade Payables,272
MA,2010-12,Debt Current,0
MA,2010-12,Current Liabilities,3143
MA,2010-12,Debt Non-Current,0
MA,2010-12,Deferred Revenue,0
MA,2010-12,Tax Liabilities,74
MA,2010-12,Deposit Liabilities,493
MA,2010-12,Liabilities Non-Current,478
MA,2010-12,Total Liabilities,3621
MA,2010-12,Accumulated Other Comprehensive Income,95
MA,2010-12,Accumulated Retained Earnings (Deficit),2915
MA,2010-12,Shareholders Equity,5205
MA,2010-12,Investments,1273
MA,2010-12,Total Debt,0
MA,2010-12,Cash and Short Term Investments,4691
MA,2010-09,Cash and Equivalents,3473
MA,2010-09,Investments Current,1137
MA,2010-09,Trade and Non-Trade Receivables,580
MA,2010-09,Inventory,0
MA,2010-09,Current Assets,6233
MA,2010-09,Property  Plant & Equipment Net,433
MA,2010-09,Goodwill and Intangible Assets,709
MA,2010-09,Investments Non-Current,154
MA,2010-09,Tax Assets,355
MA,2010-09,Assets Non-Current,1933
MA,2010-09,Total Assets,8166
MA,2010-09,Trade and Non-Trade Payables,243
MA,2010-09,Debt Current,0
MA,2010-09,Current Liabilities,2832
MA,2010-09,Debt Non-Current,1
MA,2010-09,Deferred Revenue,0
MA,2010-09,Tax Liabilities,90
MA,2010-09,Deposit Liabilities,467
MA,2010-09,Liabilities Non-Current,483
MA,2010-09,Total Liabilities,3315
MA,2010-09,Accumulated Other Comprehensive Income,141
MA,2010-09,Accumulated Retained Earnings (Deficit),2520
MA,2010-09,Shareholders Equity,4842
MA,2010-09,Investments,1291
MA,2010-09,Total Debt,1
MA,2010-09,Cash and Short Term Investments,4610
MA,2010-06,Cash and Equivalents,2804
MA,2010-06,Investments Current,1130
MA,2010-06,Trade and Non-Trade Receivables,517
MA,2010-06,Inventory,0
MA,2010-06,Current Assets,5543
MA,2010-06,Property  Plant & Equipment Net,435
MA,2010-06,Goodwill and Intangible Assets,657
MA,2010-06,Investments Non-Current,170
MA,2010-06,Tax Assets,402
MA,2010-06,Assets Non-Current,1889
MA,2010-06,Total Assets,7432
MA,2010-06,Trade and Non-Trade Payables,244
MA,2010-06,Debt Current,0
MA,2010-06,Current Liabilities,2818
MA,2010-06,Debt Non-Current,19
MA,2010-06,Deferred Revenue,0
MA,2010-06,Tax Liabilities,74
MA,2010-06,Deposit Liabilities,481
MA,2010-06,Liabilities Non-Current,489
MA,2010-06,Total Liabilities,3307
MA,2010-06,Accumulated Other Comprehensive Income,-72
MA,2010-06,Accumulated Retained Earnings (Deficit),2022
MA,2010-06,Shareholders Equity,4117
MA,2010-06,Investments,1300
MA,2010-06,Total Debt,19
MA,2010-06,Cash and Short Term Investments,3934
MA,2010-03,Cash and Equivalents,2563
MA,2010-03,Investments Current,982
MA,2010-03,Trade and Non-Trade Receivables,505
MA,2010-03,Inventory,0
MA,2010-03,Current Assets,5106
MA,2010-03,Property  Plant & Equipment Net,433
MA,2010-03,Goodwill and Intangible Assets,701
MA,2010-03,Investments Non-Current,359
MA,2010-03,Tax Assets,458
MA,2010-03,Assets Non-Current,2180
MA,2010-03,Total Assets,7286
MA,2010-03,Trade and Non-Trade Payables,251
MA,2010-03,Debt Current,0
MA,2010-03,Current Liabilities,2822
MA,2010-03,Debt Non-Current,21
MA,2010-03,Deferred Revenue,0
MA,2010-03,Tax Liabilities,74
MA,2010-03,Deposit Liabilities,444
MA,2010-03,Liabilities Non-Current,632
MA,2010-03,Total Liabilities,3454
MA,2010-03,Accumulated Other Comprehensive Income,88
MA,2010-03,Accumulated Retained Earnings (Deficit),1583
MA,2010-03,Shareholders Equity,3824
MA,2010-03,Investments,1341
MA,2010-03,Total Debt,21
MA,2010-03,Cash and Short Term Investments,3545
MA,2009-12,Cash and Equivalents,2501
MA,2009-12,Investments Current,824
MA,2009-12,Trade and Non-Trade Receivables,536
MA,2009-12,Inventory,0
MA,2009-12,Current Assets,5003
MA,2009-12,Property  Plant & Equipment Net,449
MA,2009-12,Goodwill and Intangible Assets,724
MA,2009-12,Investments Non-Current,518
MA,2009-12,Tax Assets,508
MA,2009-12,Assets Non-Current,2467
MA,2009-12,Total Assets,7470
MA,2009-12,Trade and Non-Trade Payables,290
MA,2009-12,Debt Current,0
MA,2009-12,Current Liabilities,3167
MA,2009-12,Debt Non-Current,22
MA,2009-12,Deferred Revenue,0
MA,2009-12,Tax Liabilities,80
MA,2009-12,Deposit Liabilities,446
MA,2009-12,Liabilities Non-Current,791
MA,2009-12,Total Liabilities,3958
MA,2009-12,Accumulated Other Comprehensive Income,194
MA,2009-12,Accumulated Retained Earnings (Deficit),1148
MA,2009-12,Shareholders Equity,3504
MA,2009-12,Investments,1342
MA,2009-12,Total Debt,22
MA,2009-12,Cash and Short Term Investments,3325
MA,2009-09,Cash and Equivalents,2577
MA,2009-09,Investments Current,629
MA,2009-09,Trade and Non-Trade Receivables,503
MA,2009-09,Inventory,0
MA,2009-09,Current Assets,4752
MA,2009-09,Property  Plant & Equipment Net,450
MA,2009-09,Goodwill and Intangible Assets,724
MA,2009-09,Investments Non-Current,232
MA,2009-09,Tax Assets,636
MA,2009-09,Assets Non-Current,2186
MA,2009-09,Total Assets,6939
MA,2009-09,Trade and Non-Trade Payables,277
MA,2009-09,Debt Current,0
MA,2009-09,Current Liabilities,2791
MA,2009-09,Debt Non-Current,21
MA,2009-09,Deferred Revenue,0
MA,2009-09,Tax Liabilities,76
MA,2009-09,Deposit Liabilities,260
MA,2009-09,Liabilities Non-Current,922
MA,2009-09,Total Liabilities,3714
MA,2009-09,Accumulated Other Comprehensive Income,209
MA,2009-09,Accumulated Retained Earnings (Deficit),873
MA,2009-09,Shareholders Equity,3217
MA,2009-09,Investments,862
MA,2009-09,Total Debt,21
MA,2009-09,Cash and Short Term Investments,3206
MA,2009-06,Cash and Equivalents,2291
MA,2009-06,Investments Current,605
MA,2009-06,Trade and Non-Trade Receivables,545
MA,2009-06,Inventory,0
MA,2009-06,Current Assets,4690
MA,2009-06,Property  Plant & Equipment Net,456
MA,2009-06,Goodwill and Intangible Assets,697
MA,2009-06,Investments Non-Current,223
MA,2009-06,Tax Assets,764
MA,2009-06,Assets Non-Current,2293
MA,2009-06,Total Assets,6983
MA,2009-06,Trade and Non-Trade Payables,259
MA,2009-06,Debt Current,0
MA,2009-06,Current Liabilities,2981
MA,2009-06,Debt Non-Current,20
MA,2009-06,Deferred Revenue,0
MA,2009-06,Tax Liabilities,73
MA,2009-06,Deposit Liabilities,243
MA,2009-06,Liabilities Non-Current,1328
MA,2009-06,Total Liabilities,4309
MA,2009-06,Accumulated Other Comprehensive Income,128
MA,2009-06,Accumulated Retained Earnings (Deficit),440
MA,2009-06,Shareholders Equity,2666
MA,2009-06,Investments,829
MA,2009-06,Total Debt,20
MA,2009-06,Cash and Short Term Investments,2896
MA,2009-03,Cash and Equivalents,1883
MA,2009-03,Investments Current,597
MA,2009-03,Trade and Non-Trade Receivables,533
MA,2009-03,Inventory,0
MA,2009-03,Current Assets,4106
MA,2009-03,Property  Plant & Equipment Net,454
MA,2009-03,Goodwill and Intangible Assets,656
MA,2009-03,Investments Non-Current,228
MA,2009-03,Tax Assets,810
MA,2009-03,Assets Non-Current,2308
MA,2009-03,Total Assets,6415
MA,2009-03,Trade and Non-Trade Payables,262
MA,2009-03,Debt Current,0
MA,2009-03,Current Liabilities,2751
MA,2009-03,Debt Non-Current,18
MA,2009-03,Deferred Revenue,0
MA,2009-03,Tax Liabilities,69
MA,2009-03,Deposit Liabilities,205
MA,2009-03,Liabilities Non-Current,1434
MA,2009-03,Total Liabilities,4185
MA,2009-03,Accumulated Other Comprehensive Income,39
MA,2009-03,Accumulated Retained Earnings (Deficit),111
MA,2009-03,Shareholders Equity,2221
MA,2009-03,Investments,825
MA,2009-03,Total Debt,18
MA,2009-03,Cash and Short Term Investments,2481
MA,2008-12,Cash and Equivalents,1688
MA,2008-12,Investments Current,742
MA,2008-12,Trade and Non-Trade Receivables,639
MA,2008-12,Inventory,0
MA,2008-12,Current Assets,4311
MA,2008-12,Property  Plant & Equipment Net,306
MA,2008-12,Goodwill and Intangible Assets,692
MA,2008-12,Investments Non-Current,229
MA,2008-12,Tax Assets,1049
MA,2008-12,Assets Non-Current,2164
MA,2008-12,Total Assets,6475
MA,2008-12,Trade and Non-Trade Payables,253
MA,2008-12,Debt Current,149
MA,2008-12,Current Liabilities,2990
MA,2008-12,Debt Non-Current,19
MA,2008-12,Deferred Revenue,0
MA,2008-12,Tax Liabilities,74
MA,2008-12,Deposit Liabilities,183
MA,2008-12,Liabilities Non-Current,1553
MA,2008-12,Total Liabilities,4543
MA,2008-12,Accumulated Other Comprehensive Income,108
MA,2008-12,Accumulated Retained Earnings (Deficit),-236
MA,2008-12,Shareholders Equity,1927
MA,2008-12,Investments,971
MA,2008-12,Total Debt,168
MA,2008-12,Cash and Short Term Investments,2430
MA,2008-09,Cash and Equivalents,2213
MA,2008-09,Investments Current,833
MA,2008-09,Trade and Non-Trade Receivables,610
MA,2008-09,Inventory,0
MA,2008-09,Current Assets,5070
MA,2008-09,Property  Plant & Equipment Net,299
MA,2008-09,Goodwill and Intangible Assets,610
MA,2008-09,Investments Non-Current,256
MA,2008-09,Tax Assets,1139
MA,2008-09,Assets Non-Current,2202
MA,2008-09,Total Assets,7272
MA,2008-09,Trade and Non-Trade Payables,224
MA,2008-09,Debt Current,149
MA,2008-09,Current Liabilities,3800
MA,2008-09,Debt Non-Current,19
MA,2008-09,Deferred Revenue,0
MA,2008-09,Tax Liabilities,76
MA,2008-09,Deposit Liabilities,142
MA,2008-09,Liabilities Non-Current,1702
MA,2008-09,Total Liabilities,5503
MA,2008-09,Accumulated Other Comprehensive Income,181
MA,2008-09,Accumulated Retained Earnings (Deficit),-475
MA,2008-09,Shareholders Equity,1765
MA,2008-09,Investments,1090
MA,2008-09,Total Debt,168
MA,2008-09,Cash and Short Term Investments,3047
MA,2008-06,Cash and Equivalents,1912
MA,2008-06,Investments Current,719
MA,2008-06,Trade and Non-Trade Receivables,575
MA,2008-06,Inventory,0
MA,2008-06,Current Assets,4399
MA,2008-06,Property  Plant & Equipment Net,297
MA,2008-06,Goodwill and Intangible Assets,634
MA,2008-06,Investments Non-Current,416
MA,2008-06,Tax Assets,928
MA,2008-06,Assets Non-Current,2460
MA,2008-06,Total Assets,6860
MA,2008-06,Trade and Non-Trade Payables,260
MA,2008-06,Debt Current,0
MA,2008-06,Current Liabilities,2800
MA,2008-06,Debt Non-Current,170
MA,2008-06,Deferred Revenue,0
MA,2008-06,Tax Liabilities,83
MA,2008-06,Deposit Liabilities,143
MA,2008-06,Liabilities Non-Current,2006
MA,2008-06,Total Liabilities,4807
MA,2008-06,Accumulated Other Comprehensive Income,276
MA,2008-06,Accumulated Retained Earnings (Deficit),-282
MA,2008-06,Shareholders Equity,2048
MA,2008-06,Investments,1135
MA,2008-06,Total Debt,170
MA,2008-06,Cash and Short Term Investments,2631
MA,2008-03,Cash and Equivalents,2006
MA,2008-03,Investments Current,790
MA,2008-03,Trade and Non-Trade Receivables,527
MA,2008-03,Inventory,0
MA,2008-03,Current Assets,4424
MA,2008-03,Property  Plant & Equipment Net,292
MA,2008-03,Goodwill and Intangible Assets,601
MA,2008-03,Investments Non-Current,428
MA,2008-03,Tax Assets,285
MA,2008-03,Assets Non-Current,2001
MA,2008-03,Total Assets,6425
MA,2008-03,Trade and Non-Trade Payables,266
MA,2008-03,Debt Current,80
MA,2008-03,Current Liabilities,2365
MA,2008-03,Debt Non-Current,149
MA,2008-03,Deferred Revenue,0
MA,2008-03,Tax Liabilities,76
MA,2008-03,Deposit Liabilities,134
MA,2008-03,Liabilities Non-Current,897
MA,2008-03,Total Liabilities,3263
MA,2008-03,Accumulated Other Comprehensive Income,287
MA,2008-03,Accumulated Retained Earnings (Deficit),464
MA,2008-03,Shareholders Equity,3157
MA,2008-03,Investments,1218
MA,2008-03,Total Debt,229
MA,2008-03,Cash and Short Term Investments,2796
MA,2007-12,Cash and Equivalents,1801
MA,2007-12,Investments Current,1310
MA,2007-12,Trade and Non-Trade Receivables,532
MA,2007-12,Inventory,0
MA,2007-12,Current Assets,4591
MA,2007-12,Property  Plant & Equipment Net,290
MA,2007-12,Goodwill and Intangible Assets,560
MA,2007-12,Investments Non-Current,192
MA,2007-12,Tax Assets,307
MA,2007-12,Assets Non-Current,1668
MA,2007-12,Total Assets,6260
MA,2007-12,Trade and Non-Trade Payables,252
MA,2007-12,Debt Current,80
MA,2007-12,Current Liabilities,2363
MA,2007-12,Debt Non-Current,149
MA,2007-12,Deferred Revenue,0
MA,2007-12,Tax Liabilities,71
MA,2007-12,Deposit Liabilities,142
MA,2007-12,Liabilities Non-Current,864
MA,2007-12,Total Liabilities,3228
MA,2007-12,Accumulated Other Comprehensive Income,277
MA,2007-12,Accumulated Retained Earnings (Deficit),37
MA,2007-12,Shareholders Equity,3027
MA,2007-12,Investments,1503
MA,2007-12,Total Debt,229
MA,2007-12,Cash and Short Term Investments,3112
MA,2017-09,Depreciation & Amortization ,118
MA,2017-09,Share Based Compensation,49
MA,2017-09,Operating Cash Flow,1755
MA,2017-09,Capital Expenditure,-133
MA,2017-09,Net Cash Flow - Business Acquisitions and Disposals,-224
MA,2017-09,Net Cash Flow - Investment Acquisitions and Disposals,-45
MA,2017-09,Investing Cash Flow,-402
MA,2017-09,Issuance (Repayment) of Debt Securities ,0
MA,2017-09,Issuance (Purchase) of Equity Shares,-826
MA,2017-09,Payment of Dividends & Other Cash Distributions   ,-235
MA,2017-09,Financing Cash Flow,-1042
MA,2017-09,Effect of Exchange Rate Changes on Cash ,71
MA,2017-09,Net Cash Flow / Change in Cash & Cash Equivalents,382
MA,2017-09,Free Cash Flow,1622
MA,2017-06,Depreciation & Amortization ,111
MA,2017-06,Share Based Compensation,49
MA,2017-06,Operating Cash Flow,1294
MA,2017-06,Capital Expenditure,-74
MA,2017-06,Net Cash Flow - Business Acquisitions and Disposals,-951
MA,2017-06,Net Cash Flow - Investment Acquisitions and Disposals,-121
MA,2017-06,Investing Cash Flow,-1008
MA,2017-06,Issuance (Repayment) of Debt Securities ,-64
MA,2017-06,Issuance (Purchase) of Equity Shares,-914
MA,2017-06,Payment of Dividends & Other Cash Distributions   ,-236
MA,2017-06,Financing Cash Flow,-1215
MA,2017-06,Effect of Exchange Rate Changes on Cash ,100
MA,2017-06,Net Cash Flow / Change in Cash & Cash Equivalents,-829
MA,2017-06,Free Cash Flow,1220
MA,2017-03,Depreciation & Amortization ,92
MA,2017-03,Share Based Compensation,39
MA,2017-03,Operating Cash Flow,745
MA,2017-03,Capital Expenditure,-94
MA,2017-03,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2017-03,Net Cash Flow - Investment Acquisitions and Disposals,-22
MA,2017-03,Investing Cash Flow,-246
MA,2017-03,Issuance (Repayment) of Debt Securities ,0
MA,2017-03,Issuance (Purchase) of Equity Shares,-943
MA,2017-03,Payment of Dividends & Other Cash Distributions   ,-238
MA,2017-03,Financing Cash Flow,-1237
MA,2017-03,Effect of Exchange Rate Changes on Cash ,23
MA,2017-03,Net Cash Flow / Change in Cash & Cash Equivalents,-715
MA,2017-03,Free Cash Flow,651
MA,2016-12,Depreciation & Amortization ,92
MA,2016-12,Share Based Compensation,35
MA,2016-12,Operating Cash Flow,992
MA,2016-12,Capital Expenditure,-102
MA,2016-12,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2016-12,Net Cash Flow - Investment Acquisitions and Disposals,77
MA,2016-12,Investing Cash Flow,-42
MA,2016-12,Issuance (Repayment) of Debt Securities ,1972
MA,2016-12,Issuance (Purchase) of Equity Shares,-1095
MA,2016-12,Payment of Dividends & Other Cash Distributions   ,-207
MA,2016-12,Financing Cash Flow,675
MA,2016-12,Effect of Exchange Rate Changes on Cash ,-109
MA,2016-12,Net Cash Flow / Change in Cash & Cash Equivalents,1516
MA,2016-12,Free Cash Flow,890
MA,2016-09,Depreciation & Amortization ,93
MA,2016-09,Share Based Compensation,25
MA,2016-09,Operating Cash Flow,1424
MA,2016-09,Capital Expenditure,-99
MA,2016-09,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2016-09,Net Cash Flow - Investment Acquisitions and Disposals,-531
MA,2016-09,Investing Cash Flow,-630
MA,2016-09,Issuance (Repayment) of Debt Securities ,0
MA,2016-09,Issuance (Purchase) of Equity Shares,-576
MA,2016-09,Payment of Dividends & Other Cash Distributions   ,-209
MA,2016-09,Financing Cash Flow,-773
MA,2016-09,Effect of Exchange Rate Changes on Cash ,8
MA,2016-09,Net Cash Flow / Change in Cash & Cash Equivalents,29
MA,2016-09,Free Cash Flow,1325
MA,2016-06,Depreciation & Amortization ,93
MA,2016-06,Share Based Compensation,31
MA,2016-06,Operating Cash Flow,1061
MA,2016-06,Capital Expenditure,-106
MA,2016-06,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2016-06,Net Cash Flow - Investment Acquisitions and Disposals,-10
MA,2016-06,Investing Cash Flow,-110
MA,2016-06,Issuance (Repayment) of Debt Securities ,0
MA,2016-06,Issuance (Purchase) of Equity Shares,-450
MA,2016-06,Payment of Dividends & Other Cash Distributions   ,-209
MA,2016-06,Financing Cash Flow,-651
MA,2016-06,Effect of Exchange Rate Changes on Cash ,-18
MA,2016-06,Net Cash Flow / Change in Cash & Cash Equivalents,282
MA,2016-06,Free Cash Flow,955
MA,2016-03,Depreciation & Amortization ,95
MA,2016-03,Share Based Compensation,10
MA,2016-03,Operating Cash Flow,1058
MA,2016-03,Capital Expenditure,-75
MA,2016-03,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2016-03,Net Cash Flow - Investment Acquisitions and Disposals,-302
MA,2016-03,Investing Cash Flow,-385
MA,2016-03,Issuance (Repayment) of Debt Securities ,0
MA,2016-03,Issuance (Purchase) of Equity Shares,-1353
MA,2016-03,Payment of Dividends & Other Cash Distributions   ,-212
MA,2016-03,Financing Cash Flow,-1595
MA,2016-03,Effect of Exchange Rate Changes on Cash ,69
MA,2016-03,Net Cash Flow / Change in Cash & Cash Equivalents,-853
MA,2016-03,Free Cash Flow,983
MA,2015-12,Depreciation & Amortization ,93
MA,2015-12,Share Based Compensation,21
MA,2015-12,Operating Cash Flow,1039
MA,2015-12,Capital Expenditure,-93
MA,2015-12,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2015-12,Net Cash Flow - Investment Acquisitions and Disposals,222
MA,2015-12,Investing Cash Flow,138
MA,2015-12,Issuance (Repayment) of Debt Securities ,1735
MA,2015-12,Issuance (Purchase) of Equity Shares,-791
MA,2015-12,Payment of Dividends & Other Cash Distributions   ,-179
MA,2015-12,Financing Cash Flow,758
MA,2015-12,Effect of Exchange Rate Changes on Cash ,-65
MA,2015-12,Net Cash Flow / Change in Cash & Cash Equivalents,1870
MA,2015-12,Free Cash Flow,946
MA,2015-09,Depreciation & Amortization ,94
MA,2015-09,Share Based Compensation,24
MA,2015-09,Operating Cash Flow,1272
MA,2015-09,Capital Expenditure,-106
MA,2015-09,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2015-09,Net Cash Flow - Investment Acquisitions and Disposals,483
MA,2015-09,Investing Cash Flow,369
MA,2015-09,Issuance (Repayment) of Debt Securities ,0
MA,2015-09,Issuance (Purchase) of Equity Shares,-926
MA,2015-09,Payment of Dividends & Other Cash Distributions   ,-181
MA,2015-09,Financing Cash Flow,-1100
MA,2015-09,Effect of Exchange Rate Changes on Cash ,-25
MA,2015-09,Net Cash Flow / Change in Cash & Cash Equivalents,516
MA,2015-09,Free Cash Flow,1166
MA,2015-06,Depreciation & Amortization ,92
MA,2015-06,Share Based Compensation,30
MA,2015-06,Operating Cash Flow,821
MA,2015-06,Capital Expenditure,-86
MA,2015-06,Net Cash Flow - Business Acquisitions and Disposals,-572
MA,2015-06,Net Cash Flow - Investment Acquisitions and Disposals,-54
MA,2015-06,Investing Cash Flow,-703
MA,2015-06,Issuance (Repayment) of Debt Securities ,0
MA,2015-06,Issuance (Purchase) of Equity Shares,-837
MA,2015-06,Payment of Dividends & Other Cash Distributions   ,-183
MA,2015-06,Financing Cash Flow,-1016
MA,2015-06,Effect of Exchange Rate Changes on Cash ,52
MA,2015-06,Net Cash Flow / Change in Cash & Cash Equivalents,-846
MA,2015-06,Free Cash Flow,735
MA,2015-03,Depreciation & Amortization ,87
MA,2015-03,Share Based Compensation,-53
